NmZ,N,Z,A,El,Mass_Excess,Binding_Energy,Beta_decay_Energy,AMU
27,70,43,113,Tc,-62811.549,8329.4652,9056.267578125,932569.032
25,69,44,113,Ru,-71867.816,8402.6857,6899.12744140625,922846.729
23,68,45,113,Rh,-78766.944,8456.8165,4823.5556640625,915440.212
21,67,46,113,Pd,-83590.5,8492.5795,3436.3251953125,910261.912
19,66,47,113,Ag,-87026.825,8516.066,2016.4615478515625,906572.865
17,65,48,113,Cd,-89043.286,8526.9874,323.8370056152344,904408.105
15,64,49,113,In,-89367.123,8522.9297,-1038.994140625,904060.451
13,63,50,113,Sn,-88328.129,8506.8117,-3911.163818359375,905175.857
11,62,51,113,Sb,-84416.966,8465.2762,-6069.92822265625,909374.664
9,61,52,113,Te,-78347.037,8404.6366,-7227.52099609375,915891.0
7,60,53,113,I,-71119.517,8333.7528,-8915.890625,923650.062
5,59,54,113,Xe,-62203.626,8247.9277,-10439.087890625,933221.663
3,58,55,113,Cs,-51764.539,8148.623,-12055.0,944428.484
1,57,56,113,Ba,-39710.0,8035.0,0.0,957370.0
32,73,41,114,Nb,-34960.0,8097.0,14720.0,962469.0
30,72,42,114,Mo,-49680.0,8219.0,8920.0,946666.0
28,71,43,114,Tc,-58600.294,8290.2599,11620.9189453125,937090.0
26,70,44,114,Ru,-70221.213,8385.3351,5489.06201171875,924614.43
24,69,45,114,Rh,-75710.275,8426.6221,7780.0712890625,918721.68
22,68,46,114,Pd,-83490.346,8488.0056,1440.4642333984375,910369.43
20,67,47,114,Ag,-84930.811,8493.7786,5084.12353515625,908823.029
18,66,48,114,Cd,-90014.934,8531.5135,-1445.1268310546875,903364.998
16,65,49,114,In,-88569.807,8511.9742,1989.9281005859375,904916.405
14,64,50,114,Sn,-90559.735,8522.5671,-6063.119140625,902780.13
12,63,51,114,Sb,-84496.616,8462.5191,-2606.939697265625,909289.155
10,62,52,114,Te,-81889.676,8432.7885,-9250.7421875,912087.82
8,61,53,114,I,-72638.935,8344.779,-5553.0361328125,922018.9
6,60,54,114,Xe,-67085.899,8289.2054,-12399.970703125,927980.329
4,59,55,114,Cs,-54685.928,8173.5711,-8780.4912109375,941292.244
2,58,56,114,Ba,-45905.437,8089.6865,0.0,950718.489
33,74,41,115,Nb,-30880.0,8061.0,13670.0,966849.0
31,73,42,115,Mo,-44550.0,8173.0,11247.0,952174.0
29,72,43,115,Tc,-55796.0,8264.0,10309.0,940100.0
27,71,44,115,Ru,-66105.296,8346.814,8123.9326171875,929033.049
25,70,45,115,Rh,-74229.228,8410.6538,6196.59375,920311.649
23,69,46,115,Pd,-80425.822,8457.7342,4556.7646484375,913659.333
21,68,47,115,Ag,-84982.587,8490.5553,3101.89306640625,908767.445
19,67,48,115,Cd,-88084.48,8510.7252,1451.8768310546875,905437.426
17,66,49,115,In,-89536.357,8516.5472,497.48919677734375,903878.772
15,65,50,115,Sn,-90033.846,8514.0702,-3030.43359375,903344.695
13,64,51,115,Sb,-87003.412,8480.9156,-4940.64453125,906598.0
11,63,52,115,Te,-82062.767,8431.1504,-5724.962890625,911902.0
9,62,53,115,I,-76337.805,8374.5651,-7681.04736328125,918048.0
7,61,54,115,Xe,-68656.757,8300.9704,-8957.0,926293.943
5,60,55,115,Cs,-59699.0,8216.0,-10779.0,935910.0
3,59,56,115,Ba,-48920.0,8116.0,0.0,947482.0
34,75,41,116,Nb,-25230.0,8012.0,15980.0,972914.0
32,74,42,116,Mo,-41210.0,8143.0,10003.0,955759.0
30,73,43,116,Tc,-51214.0,8223.0,12855.0,945020.0
28,72,44,116,Ru,-64068.917,8326.884,6666.8251953125,931219.191
26,71,45,116,Rh,-70735.742,8377.6123,9095.2841796875,924062.06
24,70,46,116,Pd,-79831.026,8449.2755,2711.6376953125,914297.872
22,69,47,116,Ag,-82542.664,8465.9073,6169.82470703125,911386.809
20,68,48,116,Cd,-88712.489,8512.3511,-462.7304992675781,904763.23
18,67,49,116,In,-88249.758,8501.6177,3276.220458984375,905259.992
16,66,50,116,Sn,-91525.979,8523.1166,-4703.958984375,901742.825
14,65,51,116,Sb,-86822.02,8475.8208,-1558.2271728515625,906792.732
12,64,52,116,Te,-85263.793,8455.6435,-7843.138671875,908465.558
10,63,53,116,I,-77420.654,8381.2858,-4373.7763671875,916885.513
8,62,54,116,Xe,-73046.877,8336.8365,-11004.0,921580.955
6,61,55,116,Cs,-62043.0,8235.0,-7663.0,933395.0
4,60,56,116,Ba,-54380.0,8162.0,-14330.0,941621.0
2,59,57,116,La,-40050.0,8032.0,0.0,957005.0
33,75,42,117,Mo,-35689.0,8096.0,12450.0,961686.0
31,74,43,117,Tc,-48140.0,8195.0,11350.0,948320.0
29,73,44,117,Ru,-59489.871,8285.5625,9406.8876953125,936135.0
27,72,45,117,Rh,-68896.758,8359.2766,7527.13134765625,926036.291
25,71,46,117,Pd,-76423.89,8416.9243,5758.0283203125,917955.584
23,70,47,117,Ag,-82181.918,8459.4515,4236.47900390625,911774.086
21,69,48,117,Cd,-86418.397,8488.974,2524.63818359375,907226.039
19,68,49,117,In,-88943.035,8503.8653,1454.707275390625,904515.729
17,67,50,117,Sn,-90397.742,8509.612,-1758.1788330078125,902954.036
15,66,51,117,Sb,-88639.564,8487.8981,-3544.0634765625,904841.519
13,65,52,117,Te,-85095.5,8450.9203,-4656.93212890625,908646.227
11,64,53,117,I,-80438.568,8404.4307,-6253.22119140625,913645.649
9,63,54,117,Xe,-74185.347,8344.2976,-7692.24609375,920358.758
7,62,55,117,Cs,-66493.101,8271.8652,-9035.1943359375,928616.723
5,61,56,117,Ba,-57457.906,8187.9546,-11187.0,938316.403
3,60,57,117,La,-46271.0,8086.0,0.0,950326.0
34,76,42,118,Mo,-32370.0,8067.0,10920.0,965249.0
32,75,43,118,Tc,-43290.0,8153.0,13710.0,953526.0
30,74,44,118,Ru,-57000.0,8263.0,7887.0,938808.0
28,73,45,118,Rh,-64886.84,8322.8539,10501.5185546875,930341.116
26,72,46,118,Pd,-75388.358,8405.2197,4165.4443359375,919067.273
24,71,47,118,Ag,-79553.802,8433.89,7147.8466796875,914595.484
22,70,48,118,Cd,-86701.649,8487.835,526.5277099609375,906921.956
20,69,49,118,In,-87228.177,8485.667,4424.66650390625,906356.705
18,68,50,118,Sn,-91652.843,8516.5341,-3656.639404296875,901606.63
16,67,51,118,Sb,-87996.204,8478.9156,-305.4458923339844,905532.194
14,66,52,118,Te,-87690.758,8469.697,-6719.70166015625,905860.104
12,65,53,118,I,-80971.056,8406.1203,-2891.9892578125,913074.0
10,64,54,118,Xe,-78079.067,8374.9819,-9669.6904296875,916178.678
8,63,55,118,Cs,-68409.377,8286.4053,-6210.0,926559.517
6,62,56,118,Ba,-62200.0,8227.0,-12580.0,933226.0
4,61,57,118,La,-49620.0,8114.0,0.0,946731.0
35,77,42,119,Mo,-26580.0,8019.0,13590.0,971465.0
33,76,43,119,Tc,-40170.0,8126.0,11910.0,956876.0
31,75,44,119,Ru,-52080.0,8220.0,10743.0,944090.0
29,74,45,119,Rh,-62822.802,8303.3953,8584.4755859375,932556.951
27,73,46,119,Pd,-71407.277,8368.9594,7238.4814453125,923341.138
25,72,47,119,Ag,-78645.759,8423.2126,5331.1796875,915570.309
23,71,48,119,Cd,-83976.939,8461.4381,3721.7197265625,909847.052
21,70,49,119,In,-87698.658,8486.1387,2366.326416015625,905851.622
19,69,50,119,Sn,-90064.985,8499.4494,-589.4451904296875,903311.266
17,68,51,119,Sb,-89475.539,8487.9218,-2293.0,903944.062
15,67,52,119,Te,-87182.539,8462.0785,-3404.80810546875,906405.699
13,66,53,119,I,-83777.731,8426.8924,-4983.2431640625,910060.91
11,65,54,119,Xe,-78794.488,8378.442,-6489.4267578125,915410.641
9,64,55,119,Cs,-72305.061,8317.3347,-7714.96533203125,922377.327
7,63,56,119,Ba,-64590.096,8245.9287,-9570.0,930659.683
5,62,57,119,La,-55020.0,8159.0,-11199.0,940934.0
3,61,58,119,Ce,-43820.0,8058.0,0.0,952957.0
34,77,43,120,Tc,-35000.0,8083.0,14720.0,962426.0
32,76,44,120,Ru,-49720.0,8199.0,8899.0,946623.0
30,75,45,120,Rh,-58620.0,8266.0,11660.0,937069.0
28,74,46,120,Pd,-70279.604,8357.0817,5371.90771484375,924551.745
26,73,47,120,Ag,-75651.512,8395.3281,8305.853515625,918784.765
24,72,48,120,Cd,-83957.365,8458.024,1770.3753662109375,909868.065
22,71,49,120,In,-85727.741,8466.2575,5370.0,907967.489
20,70,50,120,Sn,-91097.741,8504.488,-2680.607666015625,902202.557
18,69,51,120,Sb,-88417.133,8475.63,945.027099609375,905080.308
16,68,52,120,Te,-89362.16,8476.9857,-5615.0,904065.779
14,67,53,120,I,-83747.16,8423.6745,-1574.7259521484375,910093.729
12,66,54,120,Xe,-82172.434,8404.0322,-8283.7861328125,911784.267
10,65,55,120,Cs,-73888.649,8328.4811,-5000.0,920677.277
8,64,56,120,Ba,-68888.649,8280.2949,-11319.0,926044.997
6,63,57,120,La,-57570.0,8179.0,-7840.0,938196.0
4,62,58,120,Ce,-49730.0,8108.0,0.0,946613.0
35,78,43,121,Tc,-31540.0,8054.0,13080.0,966140.0
33,77,44,121,Ru,-44620.0,8156.0,11630.0,952098.0
31,76,45,121,Rh,-56250.134,8245.2397,9932.203125,939613.0
29,75,46,121,Pd,-66182.337,8320.8584,8220.4931640625,928950.342
27,74,47,121,Ag,-74402.831,8382.3306,6671.005859375,920125.279
25,73,48,121,Cd,-81073.837,8430.9972,4760.75634765625,912963.66
23,72,49,121,In,-85834.593,8463.8767,3362.033203125,907852.778
21,71,50,121,Sn,-89196.626,8485.1964,402.5306091308594,904243.488
19,70,51,121,Sb,-89599.157,8482.0574,-1056.046142578125,903811.353
17,69,52,121,Te,-88543.111,8466.8641,-2297.46142578125,904945.065
15,68,53,121,I,-86245.649,8441.4111,-3764.652587890625,907411.492
13,67,54,121,Xe,-82480.997,8403.8326,-5378.65478515625,911453.012
11,66,55,121,Cs,-77102.342,8352.9152,-6357.49462890625,917227.235
9,65,56,121,Ba,-70744.847,8293.9083,-8555.0,924052.286
7,64,57,121,La,-62190.0,8217.0,-9500.0,933236.0
5,63,58,121,Ce,-52690.0,8132.0,-11139.0,943435.0
3,62,59,121,Pr,-41551.0,8033.0,0.0,955393.0
36,79,43,122,Tc,-26305.0,8011.0,15475.0,971760.0
34,78,44,122,Ru,-41780.0,8132.0,10099.0,955147.0
32,77,45,122,Rh,-51880.0,8208.0,12737.0,944305.0
30,76,46,122,Pd,-64616.169,8305.9755,6489.94921875,930631.693
28,75,47,122,Ag,-71106.118,8352.7591,9506.2666015625,923664.446
26,74,48,122,Cd,-80612.384,8424.2667,2958.9765625,913459.05
24,73,49,122,In,-83571.361,8442.1079,6368.59228515625,910282.458
22,72,50,122,Sn,-89939.953,8487.8968,-1605.748291015625,903445.494
20,71,51,122,Sb,-88334.205,8468.3222,1979.0771484375,905169.335
18,70,52,122,Te,-90313.282,8478.1315,-4234.0,903044.708
16,69,53,122,I,-86079.282,8437.0139,-724.293701171875,907590.094
14,68,54,122,Xe,-85354.988,8424.6644,-7210.2197265625,908367.655
12,67,55,122,Cs,-78144.769,8359.1515,-3535.81689453125,916108.144
10,66,56,122,Ba,-74608.952,8323.7567,-10066.0,919904.0
8,65,57,122,La,-64543.0,8235.0,-6669.0,930710.0
6,64,58,122,Ce,-57874.0,8174.0,-13094.0,937870.0
4,63,59,122,Pr,-44780.0,8060.0,0.0,951927.0
35,79,44,123,Ru,-36550.0,8089.0,12640.0,960762.0
33,78,45,123,Rh,-49190.0,8185.0,11239.0,947192.0
31,77,46,123,Pd,-60429.748,8270.0318,9138.83203125,935126.0
29,76,47,123,Ag,-69568.581,8337.9707,7845.6025390625,925315.06
27,75,48,123,Cd,-77414.183,8395.3955,6014.85009765625,916892.46
25,74,49,123,In,-83429.034,8437.9362,4385.64892578125,910435.252
23,73,50,123,Sn,-87814.683,8467.2313,1408.2078857421875,905727.065
21,72,51,123,Sb,-89222.89,8472.3196,-51.91279983520508,904215.292
19,71,52,123,Te,-89170.978,8465.537,-1228.3897705078125,904271.022
17,70,53,123,I,-87942.588,8449.1896,-2694.330078125,905589.753
15,69,54,123,Xe,-85248.258,8420.9239,-4204.60107421875,908482.235
13,68,55,123,Cs,-81043.657,8380.3796,-5388.693359375,912996.06
11,67,56,123,Ba,-75654.963,8330.2086,-7004.0,918781.06
9,66,57,123,La,-68651.0,8267.0,-8365.0,926300.0
7,65,58,123,Ce,-60286.0,8193.0,-10056.0,935280.0
5,64,59,123,Pr,-50230.0,8104.0,0.0,946076.0
36,80,44,124,Ru,-33590.0,8065.0,11120.0,963940.0
34,79,45,124,Rh,-44710.0,8148.0,13690.0,952002.0
32,78,46,124,Pd,-58400.0,8252.0,7830.0,937305.0
30,77,47,124,Ag,-66229.951,8308.8958,10469.4853515625,928899.227
28,76,48,124,Cd,-76699.436,8387.0179,4168.341796875,917659.772
26,75,49,124,In,-80867.778,8414.3243,7363.69677734375,913184.873
24,74,50,124,Sn,-88231.475,8467.3997,-612.4066772460938,905279.619
22,73,51,124,Sb,-87619.069,8456.1517,2905.072998046875,905937.065
20,72,52,124,Te,-90524.142,8473.2705,-3159.5869140625,902818.341
18,71,53,124,I,-87364.555,8441.4807,302.85009765625,906210.297
16,70,54,124,Xe,-87667.405,8437.6138,-5926.3447265625,905885.174
14,69,55,124,Cs,-81741.06,8383.5114,-2651.27490234375,912247.366
12,68,56,124,Ba,-79089.786,8355.8209,-8831.1689453125,915093.627
10,67,57,124,La,-70258.617,8278.2926,-5343.0,924574.275
8,66,58,124,Ce,-64916.0,8229.0,-11765.0,930310.0
6,65,59,124,Pr,-53151.0,8128.0,-8321.0,942940.0
4,64,60,124,Nd,-44830.0,8054.0,0.0,951873.0
37,81,44,125,Ru,-28370.0,8023.0,13460.0,969544.0
35,80,45,125,Rh,-41830.0,8124.0,12130.0,955094.0
33,79,46,125,Pd,-53960.0,8215.0,10560.0,942072.0
31,78,47,125,Ag,-64519.939,8293.3151,8828.1513671875,930735.0
29,77,48,125,Cd,-73348.09,8357.6815,7064.2177734375,921257.59
27,76,49,125,In,-80412.308,8407.9365,5481.349609375,913673.841
25,75,50,125,Sn,-85893.657,8445.5285,2361.4365234375,907789.37
23,74,51,125,Sb,-88255.094,8458.1612,766.7000122070312,905254.264
21,73,52,125,Te,-89021.794,8458.0361,-185.77000427246094,904431.178
19,72,53,125,I,-88836.024,8450.2911,-1636.6632080078125,904630.61
17,71,54,125,Xe,-87199.361,8430.939,-3109.618408203125,906387.64
15,70,55,125,Cs,-84089.742,8399.8033,-4420.76611328125,909725.953
13,69,56,125,Ba,-79668.976,8358.1784,-5909.4833984375,914471.84
11,68,57,125,La,-73759.492,8304.6438,-7102.0,920815.931
9,67,58,125,Ce,-66658.0,8242.0,-8587.0,928440.0
7,66,59,125,Pr,-58070.0,8167.0,-10001.0,937659.0
5,65,60,125,Nd,-48070.0,8080.0,0.0,948395.0
36,81,45,126,Rh,-37200.0,8087.0,14590.0,960064.0
34,80,46,126,Pd,-51790.0,8197.0,8930.0,944401.0
32,79,47,126,Ag,-60720.0,8261.0,11535.0,934814.0
30,78,48,126,Cd,-72255.727,8346.7393,5553.64990234375,922430.29
28,77,49,126,In,-77809.377,8384.6067,8205.7587890625,916468.202
26,76,50,126,Sn,-86015.135,8443.5227,378.0,907658.958
24,75,51,126,Sb,-86393.135,8440.3136,3671.031982421875,907253.158
22,74,52,126,Te,-90064.168,8463.2397,-2153.671142578125,903312.144
20,73,53,126,I,-87910.496,8439.9379,1235.890380859375,905624.205
18,72,54,126,Xe,-89146.38687,8443.5375,-4795.7041015625,904297.422
16,71,55,126,Cs,-84350.683,8399.2673,-1680.7696533203125,909445.821
14,70,56,126,Ba,-82669.913,8379.7187,-7696.4375,911250.202
12,69,57,126,La,-74973.476,8312.4268,-4152.91064453125,919512.667
10,68,58,126,Ce,-70820.565,8273.2581,-10497.0,923971.0
8,67,59,126,Pr,-60324.0,8184.0,-6943.0,935240.0
6,66,60,126,Nd,-53380.0,8122.0,-13631.0,942694.0
4,65,61,126,Pm,-39750.0,8008.0,0.0,957327.0
37,82,45,127,Rh,-33730.0,8060.0,13490.0,963789.0
35,81,46,127,Pd,-47220.0,8160.0,11429.0,949307.0
33,80,47,127,Ag,-58650.0,8244.0,10092.0,937037.0
31,79,48,127,Cd,-68741.199,8316.8971,8138.69775390625,926203.291
29,78,49,127,In,-76879.897,8374.8212,6589.68115234375,917466.04
27,77,50,127,Sn,-83469.578,8420.5482,3228.716064453125,910391.726
25,76,51,127,Sb,-86698.294,8439.811,1582.2030029296875,906925.557
23,75,52,127,Te,-88280.497,8446.109,702.7199096679688,905226.993
21,74,53,127,I,-88983.217,8445.482,-662.3336181640625,904472.592
19,73,54,127,Xe,-88320.883,8434.1066,-2080.856201171875,905183.636
17,72,55,127,Cs,-86240.027,8411.5617,-3422.072021484375,907417.527
15,71,56,127,Ba,-82817.955,8378.456,-4921.83837890625,911091.272
13,70,57,127,La,-77896.116,8333.5412,-5916.7724609375,916375.083
11,69,58,127,Ce,-71979.344,8280.7922,-7436.0,922727.0
9,68,59,127,Pr,-64543.0,8216.0,-8633.0,930710.0
7,67,60,127,Nd,-55910.0,8142.0,-10600.0,939978.0
5,66,61,127,Pm,-45310.0,8052.0,0.0,951358.0
38,83,45,128,Rh,-27340.0,8010.0,17050.0,970649.0
36,82,46,128,Pd,-44390.0,8137.0,10320.0,952345.0
34,81,47,128,Ag,-54710.0,8211.0,12528.0,941266.0
32,80,48,128,Cd,-67238.245,8303.2367,6951.87158203125,927816.778
30,79,49,128,In,-74190.117,8351.4361,9171.3134765625,920353.637
28,78,50,128,Sn,-83361.43,8416.9749,1268.421875,910507.828
26,77,51,128,Sb,-84629.852,8420.7724,4363.94189453125,909146.121
24,76,52,128,Te,-88993.794,8448.7536,-1255.763427734375,904461.237
22,75,53,128,I,-87738.03,8432.8309,2122.504150390625,905809.355
20,74,54,128,Xe,-89860.53427,8443.3008,-3928.76171875,903530.75341
18,73,55,128,Cs,-85931.773,8406.4953,-562.6171264648438,907748.452
16,72,56,128,Ba,-85369.156,8395.9878,-6743.716796875,908352.446
14,71,57,128,La,-78625.439,8337.1904,-3091.513671875,915592.123
12,70,58,128,Ce,-75533.925,8306.9259,-9203.162109375,918911.0
10,69,59,128,Pr,-66330.764,8228.9141,-5800.0,928791.0
8,68,60,128,Nd,-60530.0,8177.0,-12311.0,935018.0
6,67,61,128,Pm,-48220.0,8075.0,-9070.0,948234.0
4,66,62,128,Sm,-39150.0,7998.0,0.0,957971.0
37,83,46,129,Pd,-37880.0,8086.0,13990.0,959334.0
35,82,47,129,Ag,-51870.0,8188.0,11252.0,944315.0
33,81,48,129,Cd,-63122.142,8269.5311,9712.7470703125,932235.597
31,80,49,129,In,-72834.889,8338.759,7755.7080078125,921808.534
29,79,50,129,Sn,-80590.597,8392.8161,4038.787353515625,913482.44
27,78,51,129,Sb,-84629.384,8418.0598,2375.5,909146.623
25,77,52,129,Te,-87004.884,8430.4098,1502.2918701171875,906596.419
23,76,53,129,I,-88507.176,8435.9908,188.8936004638672,904983.643
21,75,54,129,Xe,-88696.06975,8431.3904,-1197.0196533203125,904780.85742
19,74,55,129,Cs,-87499.05,8416.0465,-2438.184326171875,906065.91
17,73,56,129,Ba,-85060.866,8391.0811,-3737.32470703125,908683.409
15,72,57,129,La,-81323.541,8356.0449,-5036.037109375,912695.592
13,71,58,129,Ce,-76287.504,8310.9411,-6513.9384765625,918102.0
11,70,59,129,Pr,-69773.566,8254.3808,-7399.0,925095.0
9,69,60,129,Nd,-62375.0,8191.0,-9195.0,933038.0
7,68,61,129,Pm,-53180.0,8114.0,-10850.0,942909.0
5,67,62,129,Sm,-42330.0,8023.0,0.0,954557.0
38,84,46,130,Pd,-32730.0,8046.0,13168.0,964863.0
36,83,47,130,Ag,-45898.0,8142.0,15220.0,950727.0
34,82,48,130,Cd,-61117.597,8252.5868,8788.9326171875,934387.563
32,81,49,130,In,-69906.53,8314.176,10225.6865234375,924952.257
30,80,50,130,Sn,-80132.217,8386.817,2153.47021484375,913974.531
28,79,51,130,Sb,-82285.687,8397.3641,5067.27294921875,911662.686
26,78,52,130,Te,-87352.96,8430.3251,-416.7716064453125,906222.745
24,77,53,130,I,-86936.188,8421.1011,2944.286376953125,906670.168
22,76,54,130,Xe,-89880.474,8437.7314,-2980.719970703125,903509.346
20,75,55,130,Cs,-86899.754,8408.7848,357.02191162109375,906709.281
18,74,56,130,Ba,-87256.776,8405.513,-5629.40234375,906326.002
16,73,57,130,La,-81627.374,8356.1919,-2204.461181640625,912369.413
14,72,58,130,Ce,-79422.913,8333.2164,-8247.44921875,914736.0
12,71,59,130,Pr,-71175.464,8263.7565,-4579.22509765625,923590.0
10,70,60,130,Nd,-66596.239,8222.5136,-11127.0,928506.0
8,69,61,130,Pm,-55470.0,8131.0,-7770.0,940451.0
6,68,62,130,Sm,-47700.0,8065.0,-14187.0,948792.0
4,67,63,130,Eu,-33513.0,7950.0,0.0,964022.0
39,85,46,131,Pd,-25740.0,7993.0,15010.0,972367.0
37,84,47,131,Ag,-40750.0,8102.0,14462.0,956253.0
35,83,48,131,Cd,-55211.76,8206.1204,12812.609375,940727.74
33,82,49,131,In,-68024.369,8297.9544,9240.2099609375,926972.839
31,81,50,131,Sn,-77264.579,8362.5183,4716.8330078125,917053.067
29,80,51,131,Sb,-81981.412,8392.5525,3229.60986328125,911989.339
27,79,52,131,Te,-85211.022,8411.2339,2231.705810546875,908522.21
25,78,53,131,I,-87442.727,8422.2977,970.8477172851562,906126.375
23,77,54,131,Xe,-88413.57492,8423.7367,-358.0008850097656,905084.12808
21,76,55,131,Cs,-88055.574,8415.0317,-1376.6158447265625,905468.457
19,75,56,131,Ba,-86678.958,8398.5511,-2909.693603515625,906946.315
17,74,57,131,La,-83769.265,8370.3676,-4060.816650390625,910070.0
15,73,58,131,Ce,-79708.448,8333.3969,-5407.7841796875,914429.465
13,72,59,131,Pr,-74300.664,8286.1439,-6532.62353515625,920234.96
11,71,60,131,Nd,-67768.04,8230.3045,-7998.0,927248.02
9,70,61,131,Pm,-59770.0,8163.0,-9490.0,935834.0
7,69,62,131,Sm,-50280.0,8085.0,-10816.0,946022.0
5,68,63,131,Eu,-39464.0,7996.0,0.0,957634.0
38,85,47,132,Ag,-34400.0,8053.0,16065.0,963070.0
36,84,48,132,Cd,-50465.429,8169.1421,11946.1240234375,945823.136
34,83,49,132,In,-62411.554,8253.7162,14135.0,932998.444
32,82,50,132,Sn,-76546.554,8354.8726,3088.72802734375,917823.898
30,81,51,132,Sb,-79635.282,8372.3452,5552.91552734375,914508.013
28,80,52,132,Te,-85188.197,8408.4859,515.3046264648438,908546.713
26,79,53,132,I,-85703.502,8406.4628,3575.472900390625,907993.511
24,78,54,132,Xe,-89278.97451,8427.6229,-2126.28125,904155.08346
22,77,55,132,Cs,-87152.693,8405.5878,1282.2099609375,906437.74
20,76,56,132,Ba,-88434.903,8409.3747,-4711.32568359375,905061.231
18,75,57,132,La,-83723.578,8367.7559,-1254.8897705078125,910119.047
16,74,58,132,Ce,-82468.688,8352.3223,-7241.22412109375,911466.226
14,73,59,132,Pr,-75227.464,8291.5377,-3801.648681640625,919240.0
12,72,60,132,Nd,-71425.815,8256.8104,-9798.0,923321.237
10,71,61,132,Pm,-61628.0,8177.0,-6488.0,933840.0
8,70,62,132,Sm,-55140.0,8122.0,-12939.0,940805.0
6,69,63,132,Eu,-42200.0,8018.0,0.0,954696.0
39,86,47,133,Ag,-29080.0,8013.0,15059.0,968781.0
37,85,48,133,Cd,-44140.0,8121.0,13550.0,952614.0
35,84,49,133,In,-57690.0,8217.0,13184.0,938067.0
33,83,50,133,Sn,-70873.89,8310.089,8049.62255859375,923913.753
31,82,51,133,Sb,-78923.513,8364.7302,4013.619873046875,915272.128
29,81,52,133,Te,-82937.133,8389.0255,2920.1689453125,910963.33
27,80,53,133,I,-85857.302,8405.0993,1786.28125,907828.4
25,79,54,133,Xe,-87643.583,8412.6477,427.3599853515625,905910.748
23,78,55,133,Cs,-88070.943,8409.9786,-517.4310302734375,905451.958
21,77,56,133,Ba,-87553.512,8400.2059,-2059.120361328125,906007.443
19,76,57,133,La,-85494.392,8378.8415,-3076.16845703125,908218.0
17,75,58,133,Ce,-82418.223,8349.8301,-4480.6318359375,911520.402
15,74,59,133,Pr,-77937.591,8310.2588,-5605.21142578125,916330.558
13,73,60,133,Nd,-72332.38,8262.232,-6924.72705078125,922348.0
11,72,61,133,Pm,-65407.653,8204.2841,-8177.0,929782.0
9,71,62,133,Sm,-57231.0,8137.0,-9995.0,938560.0
7,70,63,133,Eu,-47236.0,8056.0,-11176.0,949290.0
5,69,64,133,Gd,-36060.0,7966.0,0.0,961288.0
38,86,48,134,Cd,-39460.0,8086.0,12510.0,957638.0
36,85,49,134,In,-51970.0,8173.0,14464.0,944208.0
34,84,50,134,Sn,-66433.759,8275.1719,7585.2451171875,928680.43
32,83,51,134,Sb,-74019.004,8325.9398,8514.748046875,920537.334
30,82,52,134,Te,-82533.752,8383.6442,1509.6875,911396.376
28,81,53,134,I,-84043.44,8389.0722,4082.39453125,909775.66
26,80,54,134,Xe,-88125.83443,8413.6994,-1234.6690673828125,905393.03
24,79,55,134,Cs,-86891.165,8398.647,2058.8369140625,906718.501
22,78,56,134,Ba,-88950.002,8408.1731,-3731.343505859375,904508.249
20,77,57,134,La,-85218.659,8374.4888,-385.760498046875,908514.011
18,76,58,134,Ce,-84832.898,8365.7716,-6304.89892578125,908928.142
16,75,59,134,Pr,-78528.0,8312.8817,-2881.556884765625,915696.729
14,74,60,134,Nd,-75646.443,8285.5391,-8882.5341796875,918790.207
12,73,61,134,Pm,-66763.908,8213.4131,-5388.0,928326.0
10,72,62,134,Sm,-61376.0,8167.0,-11576.0,934110.0
8,71,63,134,Eu,-49800.0,8075.0,-8271.0,946537.0
6,70,64,134,Gd,-41530.0,8008.0,0.0,955416.0
39,87,48,135,Cd,-32820.0,8036.0,14290.0,964766.0
37,86,49,135,In,-47110.0,8136.0,13522.0,949425.0
